series,event_ticker,match,kickoff_utc,snapshot_utc,market_ticker,outcome,price_2h_before,implied_prob,decimal_odds,yes_bid,yes_ask,result,market_status,volume_at_snapshot
KXWCGAME,KXWCGAME-26JUL01USABIH,USA vs Bosnia and Herzegovina: Regulation Time Moneyline,2026-07-02T03:00:00+00:00,2026-07-02T01:00:00+00:00,KXWCGAME-26JUL01USABIH-USA,Reg Time: USA,0.87,0.87,1.149,0.86,0.87,yes,finalized,2335101.94
KXWCGAME,KXWCGAME-26JUL01USABIH,USA vs Bosnia and Herzegovina: Regulation Time Moneyline,2026-07-02T03:00:00+00:00,2026-07-02T01:00:00+00:00,KXWCGAME-26JUL01USABIH-BIH,Reg Time: Bosnia and Herzegovina,0.03,0.03,33.333,0.02,0.03,no,finalized,1362095.07
KXWCGAME,KXWCGAME-26JUL01USABIH,USA vs Bosnia and Herzegovina: Regulation Time Moneyline,2026-07-02T03:00:00+00:00,2026-07-02T01:00:00+00:00,KXWCGAME-26JUL01USABIH-TIE,Reg Time: Tie,0.11,0.11,9.091,0.1,0.11,no,finalized,1119007.82
KXWCGAME,KXWCGAME-26JUL01BELSEN,Belgium vs Senegal: Regulation Time Moneyline,2026-07-01T23:00:00+00:00,2026-07-01T21:00:00+00:00,KXWCGAME-26JUL01BELSEN-BEL,Reg Time: Belgium,0.24,0.24,4.167,0.23,0.24,no,finalized,1009032.61
KXWCGAME,KXWCGAME-26JUL01BELSEN,Belgium vs Senegal: Regulation Time Moneyline,2026-07-01T23:00:00+00:00,2026-07-01T21:00:00+00:00,KXWCGAME-26JUL01BELSEN-SEN,Reg Time: Senegal,0.46,0.46,2.174,0.45,0.46,no,finalized,1428993.48
KXWCGAME,KXWCGAME-26JUL01BELSEN,Belgium vs Senegal: Regulation Time Moneyline,2026-07-01T23:00:00+00:00,2026-07-01T21:00:00+00:00,KXWCGAME-26JUL01BELSEN-TIE,Reg Time: Tie,0.31,0.31,3.226,0.3,0.31,yes,finalized,728769.01
KXWCGAME,KXWCGAME-26JUL01ENGCOD,England vs Congo DR: Regulation Time Moneyline,2026-07-01T19:00:00+00:00,2026-07-01T17:00:00+00:00,KXWCGAME-26JUL01ENGCOD-ENG,Reg Time: England,0.41,0.41,2.439,0.4,0.41,yes,finalized,2152831.48
KXWCGAME,KXWCGAME-26JUL01ENGCOD,England vs Congo DR: Regulation Time Moneyline,2026-07-01T19:00:00+00:00,2026-07-01T17:00:00+00:00,KXWCGAME-26JUL01ENGCOD-COD,Reg Time: Congo DR,0.28,0.28,3.571,0.27,0.28,no,finalized,2916766.30
KXWCGAME,KXWCGAME-26JUL01ENGCOD,England vs Congo DR: Regulation Time Moneyline,2026-07-01T19:00:00+00:00,2026-07-01T17:00:00+00:00,KXWCGAME-26JUL01ENGCOD-TIE,Reg Time: Tie,0.32,0.32,3.125,0.31,0.32,no,finalized,1507007.96
KXWCGAME,KXWCGAME-26JUN30MEXECU,Mexico vs Ecuador: Regulation Time Moneyline,2026-07-01T04:00:00+00:00,2026-07-01T02:00:00+00:00,KXWCGAME-26JUN30MEXECU-MEX,Reg Time: Mexico,0.43,0.43,2.326,0.42,0.43,yes,finalized,1050684.46
KXWCGAME,KXWCGAME-26JUN30MEXECU,Mexico vs Ecuador: Regulation Time Moneyline,2026-07-01T04:00:00+00:00,2026-07-01T02:00:00+00:00,KXWCGAME-26JUN30MEXECU-ECU,Reg Time: Ecuador,0.23,0.23,4.348,0.22,0.23,no,finalized,394071.22
KXWCGAME,KXWCGAME-26JUN30MEXECU,Mexico vs Ecuador: Regulation Time Moneyline,2026-07-01T04:00:00+00:00,2026-07-01T02:00:00+00:00,KXWCGAME-26JUN30MEXECU-TIE,Reg Time: Tie,0.36,0.36,2.778,0.35,0.36,no,finalized,197207.09
KXWCGAME,KXWCGAME-26JUN30FRASWE,France vs Sweden: Regulation Time Moneyline,2026-07-01T00:00:00+00:00,2026-06-30T22:00:00+00:00,KXWCGAME-26JUN30FRASWE-FRA,Reg Time: France,0.88,0.88,1.136,0.87,0.88,yes,finalized,1942901.48
KXWCGAME,KXWCGAME-26JUN30FRASWE,France vs Sweden: Regulation Time Moneyline,2026-07-01T00:00:00+00:00,2026-06-30T22:00:00+00:00,KXWCGAME-26JUN30FRASWE-SWE,Reg Time: Sweden,0.02,0.02,50.0,0.01,0.02,no,finalized,2292729.85
KXWCGAME,KXWCGAME-26JUN30FRASWE,France vs Sweden: Regulation Time Moneyline,2026-07-01T00:00:00+00:00,2026-06-30T22:00:00+00:00,KXWCGAME-26JUN30FRASWE-TIE,Reg Time: Tie,0.11,0.11,9.091,0.1,0.11,no,finalized,1476141.54
KXWCGAME,KXWCGAME-26JUN30CIVNOR,Ivory Coast vs Norway: Regulation Time Moneyline,2026-06-30T20:00:00+00:00,2026-06-30T18:00:00+00:00,KXWCGAME-26JUN30CIVNOR-CIV,Reg Time: Ivory Coast,0.11,0.11,9.091,0.1,0.11,no,finalized,821069.16
KXWCGAME,KXWCGAME-26JUN30CIVNOR,Ivory Coast vs Norway: Regulation Time Moneyline,2026-06-30T20:00:00+00:00,2026-06-30T18:00:00+00:00,KXWCGAME-26JUN30CIVNOR-NOR,Reg Time: Norway,0.65,0.65,1.538,0.65,0.66,yes,finalized,1027875.32
KXWCGAME,KXWCGAME-26JUN30CIVNOR,Ivory Coast vs Norway: Regulation Time Moneyline,2026-06-30T20:00:00+00:00,2026-06-30T18:00:00+00:00,KXWCGAME-26JUN30CIVNOR-TIE,Reg Time: Tie,0.25,0.25,4.0,0.24,0.25,no,finalized,459917.06
KXWCGAME,KXWCGAME-26JUN29NEDMAR,Netherlands vs Morocco: Regulation Time Moneyline,2026-06-30T04:00:00+00:00,2026-06-30T02:00:00+00:00,KXWCGAME-26JUN29NEDMAR-NED,Reg Time: Netherlands,0.36,0.36,2.778,0.35,0.36,no,finalized,1188996.82
KXWCGAME,KXWCGAME-26JUN29NEDMAR,Netherlands vs Morocco: Regulation Time Moneyline,2026-06-30T04:00:00+00:00,2026-06-30T02:00:00+00:00,KXWCGAME-26JUN29NEDMAR-MAR,Reg Time: Morocco,0.24,0.24,4.167,0.23,0.24,no,finalized,1049813.88
KXWCGAME,KXWCGAME-26JUN29NEDMAR,Netherlands vs Morocco: Regulation Time Moneyline,2026-06-30T04:00:00+00:00,2026-06-30T02:00:00+00:00,KXWCGAME-26JUN29NEDMAR-TIE,Reg Time: Tie,0.41,0.41,2.439,0.41,0.42,yes,finalized,846842.55
KXWCGAME,KXWCGAME-26JUN29GERPAR,Germany vs Paraguay: Regulation Time Moneyline,2026-06-29T23:30:00+00:00,2026-06-29T21:30:00+00:00,KXWCGAME-26JUN29GERPAR-GER,Reg Time: Germany,0.71,0.71,1.408,0.71,0.72,no,finalized,1429957.35
KXWCGAME,KXWCGAME-26JUN29GERPAR,Germany vs Paraguay: Regulation Time Moneyline,2026-06-29T23:30:00+00:00,2026-06-29T21:30:00+00:00,KXWCGAME-26JUN29GERPAR-PAR,Reg Time: Paraguay,0.08,0.08,12.5,0.07,0.08,no,finalized,613260.08
KXWCGAME,KXWCGAME-26JUN29GERPAR,Germany vs Paraguay: Regulation Time Moneyline,2026-06-29T23:30:00+00:00,2026-06-29T21:30:00+00:00,KXWCGAME-26JUN29GERPAR-TIE,Reg Time: Tie,0.22,0.22,4.545,0.21,0.22,yes,finalized,305029.88
KXWCGAME,KXWCGAME-26JUN29BRAJPN,Brazil vs Japan: Regulation Time Moneyline,2026-06-29T20:00:00+00:00,2026-06-29T18:00:00+00:00,KXWCGAME-26JUN29BRAJPN-BRA,Reg Time: Brazil,0.23,0.23,4.348,0.22,0.23,yes,finalized,2384321.55
KXWCGAME,KXWCGAME-26JUN29BRAJPN,Brazil vs Japan: Regulation Time Moneyline,2026-06-29T20:00:00+00:00,2026-06-29T18:00:00+00:00,KXWCGAME-26JUN29BRAJPN-JPN,Reg Time: Japan,0.46,0.46,2.174,0.45,0.46,no,finalized,1014401.46
KXWCGAME,KXWCGAME-26JUN29BRAJPN,Brazil vs Japan: Regulation Time Moneyline,2026-06-29T20:00:00+00:00,2026-06-29T18:00:00+00:00,KXWCGAME-26JUN29BRAJPN-TIE,Reg Time: Tie,0.32,0.32,3.125,0.32,0.33,no,finalized,614151.76
